id,category,section,text,level1,level2,level3,tags,difficulty
kakuron_012,各論,建付地,"建付地の鑑定評価は、建物等と一体として継続使用することが合理的である場合において、その敷地について部分鑑定評価をするものである。",部分鑑定評価,継続使用|部分鑑定評価,建物等と一体|継続使用|部分鑑定評価,各論|建付地|重要,2
kakuron_013,各論,建付地,"建付地の鑑定評価額は、更地の価格をもとに当該建付地の更地としての最有効使用との格差、更地化の難易の程度等敷地と建物等との関連性を考慮して求めた価格を標準とし",更地としての最有効使用との格差,更地化の難易の程度|格差,更地の価格|最有効使用との格差|更地化の難易|関連性,各論|建付地|重要,2
kakuron_014,各論,建付地,"配分法に基づく比準価格及び土地残余法による収益価格を比較考量して決定するものとする。",配分法に基づく比準価格|土地残余法による収益価格,配分法|比準価格|土地残余法|収益価格,配分法|比準価格|土地残余法|収益価格,各論|建付地|重要,1
kakuron_015,各論,建付地,"ただし、建物及びその敷地としての価格（以下「複合不動産価格」という。）をもとに敷地に帰属する額を配分して求めた価格を標準として決定することもできる。",複合不動産価格,複合不動産価格|敷地に帰属する額を配分,複合不動産価格|敷地に帰属する額|配分,各論|建付地|重要,2
kakuron_016,各論,借地権及び底地,"借地権の価格と底地の価格とは密接に関連し合っているので、以下に述べる諸点を十分に考慮して相互に比較検討すべきである。",密接に関連し合っている,借地権の価格と底地の価格|密接に関連,借地権の価格|底地の価格|密接に関連|相互に比較検討,各論|借地権及び底地|重要,1
kakuron_017,各論,借地権及び底地,"① 宅地の賃貸借等及び借地権取引の慣行の有無とその成熟の程度は、都市によって異なり、同一都市内においても地域によって異なることもあること。",慣行の有無とその成熟の程度,借地権取引の慣行|成熟の程度,借地権取引の慣行|有無|成熟の程度|都市によって異なる,各論|借地権|重要,2
kakuron_018,各論,借地権及び底地,"② 借地権の存在は、必ずしも借地権の価格の存在を意味するものではなく",借地権の存在は必ずしも借地権の価格の存在を意味しない,借地権の存在|借地権の価格の存在|必ずしも意味しない,借地権の存在|借地権の価格|必ずしも意味しない,各論|借地権|重要,2
kakuron_019,各論,借地権及び底地,"また、借地権取引の慣行について、借地権が単独で取引の対象となっている都市又は地域と、単独で取引の対象となることはないが建物の取引に随伴して取引の対象となっている都市又は地域とがあること。",単独で取引の対象,建物の取引に随伴,単独で取引の対象|建物の取引に随伴,各論|借地権|重要,2
kakuron_020,各論,借地権の価格,"借地権の価格は、借地借家法（廃止前の借地法を含む。）に基づき土地を使用収益することにより借地権者に帰属する経済的利益（一時金の授受に基づくものを含む。）を貨幣額で表示したものである。",借地権者に帰属する経済的利益,土地を使用収益|借地権者に帰属する経済的利益,借地借家法|土地を使用収益|借地権者に帰属する経済的利益|貨幣額で表示,各論|借地権|重要,1
kakuron_021,各論,借地権の価格,"ア 土地を長期間占有し、独占的に使用収益し得る借地権者の安定的利益",安定的利益,長期間占有|独占的に使用収益|安定的利益,長期間占有|独占的に使用収益|安定的利益,各論|借地権|重要,2
kakuron_022,各論,借地権の価格,"イ 借地権の付着している宅地の経済価値に即応した適正な賃料と実際支払賃料との乖離（以下「賃料差額」という。）及びその乖離の持続する期間を基礎にして成り立つ経済的利益の現在価値のうち、慣行的に取引の対象となっている部分",賃料差額,適正な賃料と実際支払賃料との乖離|賃料差額,適正な賃料|実際支払賃料|乖離|賃料差額|現在価値,各論|借地権|重要,2
kakuron_023,各論,借地権の鑑定評価,"借地権の鑑定評価は、借地権の取引慣行の有無及びその成熟の程度によってその手法を異にするものである。",取引慣行の有無及びその成熟の程度,借地権の取引慣行|成熟の程度|手法を異にする,借地権の取引慣行|有無|成熟の程度|手法を異にする,各論|借地権の鑑定評価|重要,1
kakuron_024,各論,借地権の鑑定評価,"ア 借地権の取引慣行の成熟の程度の高い地域",成熟の程度の高い地域,,取引慣行の成熟の程度の高い地域,各論|借地権の鑑定評価|重要,1
kakuron_025,各論,借地権の鑑定評価,"借地権の鑑定評価額は、借地権及び借地権を含む複合不動産の取引事例に基づく比準価格、土地残余法による収益価格、当該借地権の設定契約に基づく賃料差額のうち取引の対象となっている部分を還元して得た価格",比準価格|収益価格,土地残余法による収益価格|賃料差額のうち取引の対象となっている部分を還元,比準価格|土地残余法|収益価格|賃料差額|還元,各論|借地権の鑑定評価|重要,2
kakuron_026,各論,借地権の鑑定評価,"及び借地権取引が慣行として成熟している場合における当該地域の借地権割合により求めた価格を関連づけて決定するものとする。",借地権割合,借地権取引が慣行として成熟|借地権割合,借地権取引の慣行|成熟|借地権割合,各論|借地権の鑑定評価|重要,2
kakuron_027,各論,借地権の鑑定評価,"（ア）将来における賃料の改定の実現性とその程度",賃料の改定の実現性,将来における賃料の改定の実現性,賃料の改定の実現性|その程度,各論|借地権の鑑定評価,2
kakuron_028,各論,借地権の鑑定評価,"（イ）借地権の態様及び建物の残存耐用年数",残存耐用年数,借地権の態様|残存耐用年数,借地権の態様|建物の残存耐用年数,各論|借地権の鑑定評価,2
kakuron_029,各論,借地権の鑑定評価,"（ウ）契約締結の経緯並びに経過した借地期間及び残存期間",残存期間,経過した借地期間|残存期間,契約締結の経緯|経過した借地期間|残存期間,各論|借地権の鑑定評価,2
kakuron_030,各論,借地権の鑑定評価,"（エ）契約に当たって授受された一時金の額及びこれに関する契約条件",一時金の額,授受された一時金|契約条件,授受された一時金の額|契約条件,各論|借地権の鑑定評価,2
kakuron_031,各論,借地権の鑑定評価,"（オ）将来見込まれる一時金の額及びこれに関する契約条件",将来見込まれる一時金,将来見込まれる一時金|契約条件,将来見込まれる一時金の額|契約条件,各論|借地権の鑑定評価,2
kakuron_032,各論,借地権の鑑定評価,"（カ）借地権の取引慣行及び底地の取引利回り",底地の取引利回り,借地権の取引慣行|底地の取引利回り,借地権の取引慣行|底地の取引利回り,各論|借地権の鑑定評価|重要,2
kakuron_033,各論,借地権の鑑定評価,"（キ）当該借地権の存する土地に係る更地としての価格又は建付地としての価格",更地としての価格|建付地としての価格,更地|建付地,更地としての価格|建付地としての価格,各論|借地権の鑑定評価,2
kakuron_034,各論,借地権の鑑定評価,"イ 借地権の取引慣行の成熟の程度の低い地域",成熟の程度の低い地域,,取引慣行の成熟の程度の低い地域,各論|借地権の鑑定評価|重要,1
kakuron_035,各論,借地権の鑑定評価,"借地権の鑑定評価額は、土地残余法による収益価格、当該借地権の設定契約に基づく賃料差額のうち取引の対象となっている部分を還元して得た価格及び当該借地権の存する土地に係る更地又は建付地としての価格から底地価格を控除して得た価格を関連づけて決定するものとする。",底地価格を控除,土地残余法|賃料差額|底地価格を控除,土地残余法|賃料差額|更地又は建付地|底地価格を控除,各論|借地権の鑑定評価|重要,2
kakuron_036,各論,底地,"底地の価格は、借地権の付着している宅地について、借地権の価格との相互関連において借地権設定者に帰属する経済的利益を貨幣額で表示したものである。",借地権設定者に帰属する経済的利益,借地権の価格との相互関連|借地権設定者に帰属する経済的利益,借地権設定者|帰属する経済的利益|貨幣額で表示,各論|底地|重要,1
kakuron_037,各論,底地,"借地権設定者に帰属する経済的利益とは、当該宅地の実際支払賃料から諸経費等を控除した部分の賃貸借等の期間に対応する経済的利益及びその期間の満了等によって復帰する経済的利益の現在価値をいう。",実際支払賃料から諸経費等を控除,期間の満了等によって復帰する経済的利益|現在価値,実際支払賃料|諸経費等を控除|期間の満了等|復帰する経済的利益|現在価値,各論|底地|重要,2
kakuron_038,各論,底地,"底地の鑑定評価額は、実際支払賃料に基づく純収益等の現在価値の総和を求めることにより得た収益価格及び比準価格を関連づけて決定するものとする。",純収益等の現在価値の総和,実際支払賃料|収益価格|比準価格,実際支払賃料|純収益等の現在価値の総和|収益価格|比準価格,各論|底地|重要,1
kakuron_039,各論,底地,"また、底地を当該借地権者が買い取る場合における底地の鑑定評価に当たっては、当該宅地又は建物及びその敷地が同一所有者に帰属することによる市場性の回復等に即応する経済価値の増分が生ずる場合があることに留意すべきである。",市場性の回復|経済価値の増分,同一所有者に帰属|市場性の回復|経済価値の増分,同一所有者に帰属|市場性の回復|経済価値の増分,各論|底地|重要,3
kakuron_040,各論,農地,"農地の鑑定評価額は、比準価格を標準とし、収益価格を参考として決定するものとする。再調達原価が把握できる場合には、積算価格をも関連づけて決定すべきである。",比準価格を標準,比準価格|収益価格|積算価格,比準価格を標準|収益価格を参考|積算価格,各論|農地|重要,1
kakuron_041,各論,農地,"なお、公共事業の用に供する土地の取得に当たっては、土地の取得により通常生ずる損失の補償として農業補償が別途行われる場合があることに留意すべきである。",農業補償,農業補償が別途行われる,公共事業|農業補償|別途,各論|農地,2
kakuron_042,各論,林地,"林地の鑑定評価額は、比準価格を標準とし、収益価格を参考として決定するものとする。再調達原価が把握できる場合には、積算価格をも関連づけて決定すべきである。",比準価格を標準,比準価格|収益価格|積算価格,比準価格を標準|収益価格を参考|積算価格,各論|林地|重要,1
kakuron_043,各論,林地,"公共事業の用に供する土地の取得に当たっては、土地の取得により通常生ずる損失の補償として立木補償等が別途行われる場合があることに留意すべきである。",立木補償等,立木補償等が別途行われる,公共事業|立木補償等|別途,各論|林地,2
kakuron_044,各論,宅地見込地,"宅地見込地の鑑定評価額は、比準価格及び当該宅地見込地について、価格時点において、転換後・造成後の更地を想定し",転換後・造成後の更地を想定,比準価格|転換後・造成後の更地を想定,比準価格|転換後|造成後の更地を想定,各論|宅地見込地|重要,2
kakuron_045,各論,宅地見込地,"その価格から通常の造成費相当額及び発注者が直接負担すべき通常の付帯費用を控除し、その額を当該宅地見込地の熟成度に応じて適切に修正して得た価格を関連づけて決定するものとする。",熟成度,造成費相当額|熟成度に応じて適切に修正,造成費相当額|付帯費用|熟成度|適切に修正,各論|宅地見込地|重要,2
kakuron_046,各論,宅地見込地,"また、熟成度の低い宅地見込地を鑑定評価する場合には、比準価格を標準とし、転換前の土地の種別に基づく価格に宅地となる期待性を加味して得た価格を比較考量して決定するものとする。",宅地となる期待性,熟成度の低い|宅地となる期待性を加味,熟成度の低い|転換前の土地の種別|宅地となる期待性を加味,各論|宅地見込地,2
kakuron_047,各論,自用の建物及びその敷地,"自用の建物及びその敷地の鑑定評価額は、積算価格、比準価格及び収益価格を関連づけて決定するものとする。",積算価格|比準価格|収益価格,積算価格|比準価格|収益価格|関連づけて,積算価格|比準価格|収益価格|関連づけて決定,各論|自用の建物及びその敷地|重要,1
kakuron_048,各論,自用の建物及びその敷地,"なお、建物の用途を変更し、又は建物の構造等を改造して使用することが最有効使用と認められる場合における自用の建物及びその敷地の鑑定評価額は、用途変更等を行った後の経済価値の上昇の程度、必要とされる改造費等を考慮して決定するものとする。",用途変更|改造,用途変更|経済価値の上昇|改造費,用途変更|経済価値の上昇|改造費等|考慮,各論|自用の建物及びその敷地,2
kakuron_049,各論,自用の建物及びその敷地,"また、建物を取り壊すことが最有効使用と認められる場合における自用の建物及びその敷地の鑑定評価額は、建物の解体による発生材料の価格から取壊し、除去、運搬等に必要な経費を控除した額を、当該敷地の最有効使用に基づく価格に加減して決定するものとする。",解体による発生材料,取壊し|除去|運搬等|控除,解体による発生材料|取壊し|除去|運搬等|経費を控除,各論|自用の建物及びその敷地,2
kakuron_050,各論,貸家及びその敷地,"貸家及びその敷地の鑑定評価額は、実際実質賃料（売主が既に受領した一時金のうち売買等に当たって買主に承継されない部分がある場合には、当該部分の運用益及び償却額を含まないものとする。）に基づく純収益等の現在価値の総和を求めることにより得た収益価格を標準とし",実際実質賃料,純収益等の現在価値の総和|収益価格を標準,実際実質賃料|純収益等の現在価値の総和|収益価格を標準,各論|貸家及びその敷地|重要,1
kakuron_051,各論,貸家及びその敷地,"積算価格及び比準価格を比較考量して決定するものとする。",積算価格及び比準価格を比較考量,積算価格|比準価格|比較考量,積算価格|比準価格|比較考量,各論|貸家及びその敷地|重要,1
kakuron_052,各論,貸家及びその敷地,"１．将来における賃料の改定の実現性とその程度",賃料の改定の実現性,将来における賃料の改定の実現性,賃料の改定の実現性|その程度,各論|貸家及びその敷地,2
kakuron_053,各論,貸家及びその敷地,"２．契約に当たって授受された一時金の額及びこれに関する契約条件",授受された一時金,一時金の額|契約条件,授受された一時金の額|契約条件,各論|貸家及びその敷地,2
kakuron_054,各論,貸家及びその敷地,"４．契約締結の経緯、経過した借家期間及び残存期間並びに建物の残存耐用年数",残存耐用年数,経過した借家期間|残存期間|残存耐用年数,契約締結の経緯|経過した借家期間|残存期間|残存耐用年数,各論|貸家及びその敷地,2
kakuron_055,各論,貸家及びその敷地,"５．貸家及びその敷地の取引慣行並びに取引利回り",取引利回り,取引慣行|取引利回り,取引慣行|取引利回り,各論|貸家及びその敷地|重要,2
kakuron_056,各論,貸家及びその敷地,"また、貸家及びその敷地を当該借家人が買い取る場合における貸家及びその敷地の鑑定評価に当たっては、当該貸家及びその敷地が自用の建物及びその敷地となることによる市場性の回復等に即応する経済価値の増分が生ずる場合があることに留意すべきである。",市場性の回復|経済価値の増分,自用の建物及びその敷地となること|市場性の回復|経済価値の増分,自用化|市場性の回復|経済価値の増分,各論|貸家及びその敷地|重要,3
kakuron_057,各論,区分所有建物及びその敷地,"（１）区分所有建物が存する一棟の建物及びその敷地に係る個別的要因",一棟の建物及びその敷地に係る個別的要因,,一棟の建物及びその敷地|個別的要因,各論|区分所有建物,1
kakuron_058,各論,区分所有建物及びその敷地,"ア 建築（新築、増改築等又は移転）の年次",建築の年次,,建築の年次|新築|増改築,各論|区分所有建物,1
kakuron_059,各論,区分所有建物及びその敷地,"ウ 長期修繕計画の有無及びその良否並びに修繕積立金の額",長期修繕計画|修繕積立金,長期修繕計画の有無|修繕積立金の額,長期修繕計画|修繕積立金,各論|区分所有建物|重要,2
kakuron_060,各論,区分所有建物及びその敷地,"（２）専有部分に係る個別的要因",専有部分に係る個別的要因,,専有部分|個別的要因,各論|区分所有建物|重要,1
kakuron_061,各論,区分所有建物及びその敷地,"① 階層及び位置",階層及び位置,,階層及び位置,各論|区分所有建物,1
kakuron_062,各論,区分所有建物及びその敷地,"② 日照、眺望及び景観の良否",日照|眺望|景観,日照|眺望|景観の良否,日照|眺望|景観の良否,各論|区分所有建物,1
kakuron_063,各論,区分所有建物及びその敷地,"⑦ 敷地に関する権利の態様及び持分",権利の態様及び持分,敷地に関する権利の態様|持分,敷地に関する権利の態様|持分,各論|区分所有建物,2
kakuron_064,各論,区分所有建物及びその敷地,"⑧ 区分所有者の管理費等の滞納の有無",管理費等の滞納,区分所有者の管理費等の滞納の有無,管理費等の滞納の有無,各論|区分所有建物,2
kakuron_065,各論,区分所有建物の鑑定評価,"（１）専有部分が自用の場合 区分所有建物及びその敷地で、専有部分を区分所有者が使用しているものについての鑑定評価額は、積算価格、比準価格及び収益価格を関連づけて決定するものとする。",積算価格|比準価格|収益価格,積算価格|比準価格|収益価格|関連づけて,積算価格|比準価格|収益価格|関連づけて決定,各論|区分所有建物|重要,1
kakuron_066,各論,区分所有建物の鑑定評価,"積算価格は、区分所有建物の対象となっている一棟の建物及びその敷地の積算価格を求め、当該積算価格に当該一棟の建物の各階層別及び同一階層内の位置別の効用比により求めた配分率を乗ずることにより求めるものとする。",効用比|配分率,各階層別及び同一階層内の位置別の効用比|配分率,効用比|配分率|乗ずる,各論|区分所有建物|重要,3
kakuron_067,各論,建物のみ（市場性あり）,"この場合における建物の鑑定評価額は、積算価格を標準とし、配分法に基づく比準価格及び建物残余法による収益価格を比較考量して決定するものとする。",建物残余法による収益価格,積算価格を標準|配分法|比準価格|建物残余法|収益価格,積算価格を標準|配分法|比準価格|建物残余法|収益価格,各論|建物のみ|重要,2
kakuron_068,各論,建物のみ（市場性なし）,"この場合の建物の鑑定評価は、一般に特殊価格を求める場合に該当するものであり",特殊価格,特殊価格を求める場合,特殊価格,各論|建物のみ|重要,1
kakuron_069,各論,建物のみ（市場性なし）,"文化財の指定を受けた建造物、宗教建築物又は現況による管理を継続する公共公益施設の用に供されている不動産のうち建物について、その保存等に主眼をおいて行うものであるが",文化財の指定|宗教建築物|公共公益施設,文化財の指定|宗教建築物|保存等に主眼,文化財の指定|宗教建築物|公共公益施設|保存等に主眼,各論|建物のみ|重要,2
kakuron_070,各論,建物のみ（市場性なし）,"この場合における建物の鑑定評価額は、積算価格を標準として決定するものとする。",積算価格を標準,積算価格を標準,積算価格を標準として決定,各論|建物のみ|重要,1
kakuron_071,各論,借家権,"借家権とは、借地借家法（廃止前の借家法を含む。）が適用される建物の賃借権をいう。",借家権,建物の賃借権,借家権|建物の賃借権,各論|借家権|重要,1
kakuron_072,各論,借家権,"借家権の取引慣行がある場合における借家権の鑑定評価額は、当事者間の個別的事情を考慮して求めた比準価格を標準とし",比準価格を標準,当事者間の個別的事情|比準価格を標準,借家権の取引慣行|個別的事情|比準価格を標準,各論|借家権|重要,2
kakuron_073,各論,借家権,"自用の建物及びその敷地の価格から貸家及びその敷地の価格を控除し、所要の調整を行って得た価格を比較考量して決定するものとする。",自用の建物の価格から貸家の価格を控除,所要の調整,自用の建物の価格|貸家の価格|控除|所要の調整,各論|借家権|重要,2
kakuron_074,各論,借家権,"借家権割合が求められる場合は、借家権割合により求めた価格をも比較考量するものとする。",借家権割合,借家権割合により求めた価格,借家権割合,各論|借家権|重要,2
kakuron_075,各論,借家権,"さらに、借家権の価格といわれているものには、賃貸人から建物の明渡しの要求を受け、借家人が不随意の立退きに伴い事実上喪失することとなる経済的利益等",不随意の立退き,明渡しの要求|不随意の立退き|事実上喪失,明渡しの要求|不随意の立退き|事実上喪失する経済的利益,各論|借家権|重要,3
kakuron_076,各論,借家権,"この場合における借家権の鑑定評価額は、当該建物及びその敷地と同程度の代替建物等の賃借の際に必要とされる新規の実際支払賃料と現在の実際支払賃料との差額の一定期間に相当する額に賃料の前払的性格を有する一時金の額等を加えた額",代替建物等|新規の実際支払賃料と現在の実際支払賃料との差額,代替建物等|差額|一定期間|一時金,代替建物等|新規賃料と現在賃料の差額|一定期間|一時金,各論|借家権|重要,3
kakuron_077,各論,特定価格（証券化対象）,"Ⅰ 各論第3章第1節に規定する証券化対象不動産に係る鑑定評価目的の下で、投資家に示すための投資採算価値を表す価格を求める場合",投資採算価値,証券化対象不動産|投資採算価値,証券化対象不動産|投資家|投資採算価値,各論|特定価格|重要,1
kakuron_078,各論,特定価格（証券化対象）,"この場合は、基本的に収益還元法のうちＤＣＦ法により求めた試算価格を標準とし、直接還元法による検証を行って求めた収益価格に基づき、比準価格及び積算価格による検証を行い鑑定評価額を決定する。",ＤＣＦ法|直接還元法による検証,収益還元法|ＤＣＦ法|直接還元法による検証|比準価格|積算価格,ＤＣＦ法を標準|直接還元法による検証|比準価格|積算価格,各論|特定価格|重要,1
kakuron_079,各論,特定価格（民事再生）,"Ⅱ 民事再生法に基づく鑑定評価目的の下で、早期売却を前提とした価格を求める場合",早期売却を前提,民事再生法|早期売却を前提,民事再生法|早期売却を前提,各論|特定価格|重要,1
kakuron_080,各論,特定価格（民事再生）,"この場合は、通常の市場公開期間より短い期間で売却されるという前提で、原則として比準価格と収益価格を関連づけ、積算価格による検証を行って鑑定評価額を決定する。",通常の市場公開期間より短い期間,比準価格と収益価格を関連づけ|積算価格による検証,市場公開期間より短い|比準価格|収益価格|積算価格による検証,各論|特定価格|重要,2
kakuron_081,各論,特定価格（民事再生）,"なお、比較可能な事例資料が少ない場合は、通常の方法で正常価格を求めた上で、早期売却に伴う減価を行って鑑定評価額を求めることもできる。",早期売却に伴う減価,正常価格を求めた上で|早期売却に伴う減価,正常価格|早期売却に伴う減価,各論|特定価格,2
kakuron_082,各論,特定価格（会社更生）,"Ⅲ 会社更生法又は民事再生法に基づく鑑定評価目的の下で、事業の継続を前提とした価格を求める場合",事業の継続を前提,会社更生法|民事再生法|事業の継続を前提,会社更生法|民事再生法|事業の継続を前提,各論|特定価格|重要,1
kakuron_083,各論,特定価格（会社更生）,"この場合は、原則として事業経営に基づく純収益のうち不動産に帰属する純収益に基づく収益価格を標準とし、比準価格を比較考量の上、積算価格による検証を行って鑑定評価額を決定する。",事業経営に基づく純収益のうち不動産に帰属する純収益,収益価格を標準|比準価格|積算価格による検証,事業経営|不動産に帰属する純収益|収益価格を標準|比準価格|積算価格による検証,各論|特定価格|重要,2
kakuron_084,各論,宅地新規賃料の価格形成要因,"新規賃料固有の価格形成要因の主なものは次のとおりである。",新規賃料固有の価格形成要因,,新規賃料固有の価格形成要因,各論|新規賃料|重要,1
kakuron_085,各論,宅地新規賃料の価格形成要因,"（１）当該地域の賃貸借等の契約慣行",賃貸借等の契約慣行,,賃貸借等の契約慣行,各論|新規賃料,1
kakuron_086,各論,宅地新規賃料の価格形成要因,"（２）賃貸借等の種類・目的、一時金の授受の有無及びその内容並びに特約事項の有無及びその内容等の新規賃料を求める前提となる契約内容",一時金の授受の有無|特約事項の有無,賃貸借等の種類・目的|一時金|特約事項|契約内容,賃貸借等の種類・目的|一時金の授受|特約事項|契約内容,各論|新規賃料,2
kakuron_087,各論,宅地の正常賃料,"宅地の正常賃料を求める場合の鑑定評価に当たっては、賃貸借等の契約内容による使用方法に基づく宅地の経済価値に即応する適正な賃料を求めるものとする。",経済価値に即応する適正な賃料,賃貸借等の契約内容|経済価値に即応する適正な賃料,賃貸借等の契約内容|経済価値に即応|適正な賃料,各論|正常賃料|重要,1
kakuron_088,各論,宅地の正常賃料,"宅地の正常賃料の鑑定評価額は、積算賃料、比準賃料及び配分法に準ずる方法に基づく比準賃料を関連づけて決定するものとする。",積算賃料|比準賃料,積算賃料|比準賃料|配分法に準ずる方法,積算賃料|比準賃料|配分法に準ずる方法,各論|正常賃料|重要,1
kakuron_089,各論,宅地の正常賃料,"この場合において、純収益を適切に求めることができるときは収益賃料を比較考量して決定するものとする。",収益賃料,純収益|収益賃料,純収益|収益賃料|比較考量,各論|正常賃料,2
kakuron_090,各論,宅地の正常賃料,"また、建物及びその敷地に係る賃貸事業に基づく純収益を適切に求めることができるときには、賃貸事業分析法（建物及びその敷地に係る賃貸事業に基づく純収益をもとに土地に帰属する部分を査定して宅地の試算賃料を求める方法）で得た宅地の試算賃料も比較考量して決定するものとする。",賃貸事業分析法,賃貸事業分析法|土地に帰属する部分を査定,賃貸事業分析法|賃貸事業に基づく純収益|土地に帰属する部分|試算賃料,各論|正常賃料|重要,2
kakuron_091,各論,宅地の限定賃料,"宅地の限定賃料の鑑定評価額は、隣接宅地の併合使用又は宅地の一部の分割使用をする当該宅地の限定価格を基礎価格として求めた積算賃料及び隣接宅地の併合使用又は宅地の一部の分割使用を前提とする賃貸借等の事例に基づく比準賃料を関連づけて決定するものとする。",限定価格|積算賃料|比準賃料,隣接宅地の併合使用|分割使用|限定価格|積算賃料|比準賃料,限定価格|積算賃料|比準賃料|隣接宅地の併合使用|分割使用,各論|限定賃料|重要,2
kakuron_092,各論,宅地継続賃料の価格形成要因,"継続賃料固有の価格形成要因は、直近合意時点から価格時点までの期間における要因が中心となる",直近合意時点,継続賃料固有の価格形成要因|直近合意時点,継続賃料固有|直近合意時点から価格時点,各論|継続賃料|重要,1
kakuron_093,各論,宅地継続賃料の価格形成要因,"（１）近隣地域若しくは同一需給圏内の類似地域等における宅地の賃料又は同一需給圏内の代替競争不動産の賃料の推移及びその改定の程度",代替競争不動産の賃料,賃料の推移|改定の程度,近隣地域|同一需給圏内|代替競争不動産|賃料の推移|改定の程度,各論|継続賃料,2
kakuron_094,各論,宅地継続賃料の価格形成要因,"（２）土地価格の推移",土地価格の推移,,土地価格の推移,各論|継続賃料|重要,1
kakuron_095,各論,宅地継続賃料の価格形成要因,"（３）公租公課の推移",公租公課の推移,,公租公課の推移,各論|継続賃料|重要,1
kakuron_096,各論,宅地継続賃料の価格形成要因,"（４）契約の内容及びそれに関する経緯",契約の内容及び経緯,,契約の内容及び経緯,各論|継続賃料,1
kakuron_097,各論,宅地継続賃料の価格形成要因,"（５）賃貸人等又は賃借人等の近隣地域の発展に対する寄与度",近隣地域の発展に対する寄与度,賃貸人等|賃借人等|近隣地域の発展に対する寄与度,近隣地域の発展に対する寄与度,各論|継続賃料,2
kakuron_098,各論,宅地継続賃料の鑑定評価,"継続中の宅地の賃貸借等の契約に基づく実際支払賃料を改定する場合の鑑定評価額は、差額配分法による賃料、利回り法による賃料、スライド法による賃料及び比準賃料を関連づけて決定するものとする。",差額配分法|利回り法|スライド法,差額配分法|利回り法|スライド法|比準賃料,差額配分法|利回り法|スライド法|比準賃料|関連づけて決定,各論|継続賃料|重要,1
kakuron_099,各論,宅地継続賃料の鑑定評価,"この場合においては、直近合意時点から価格時点までの期間を中心に、次に掲げる事項を総合的に勘案するものとする。",直近合意時点から価格時点までの期間を中心に,直近合意時点|価格時点,直近合意時点から価格時点|中心に|総合的に勘案,各論|継続賃料|重要,1
kakuron_100,各論,宅地継続賃料の鑑定評価,"（６）直近合意時点及び価格時点における新規賃料と現行賃料の乖離の程度",新規賃料と現行賃料の乖離,直近合意時点|価格時点|乖離の程度,直近合意時点|価格時点|新規賃料と現行賃料の乖離,各論|継続賃料|重要,2
