id,category,section,text,level1,level2,level3,tags,difficulty
souron_ch9_039,総論第9章,記載事項Ⅶ-2,"２．最有効使用の判定に関する事項",最有効使用の判定に関する事項,,最有効使用の判定に関する事項,総論9章|記載事項Ⅶ|重要,1
souron_ch9_040,総論第9章,記載事項Ⅶ-2,"最有効使用及びその判定の理由を明確に記載する。",最有効使用及びその判定の理由,最有効使用|判定の理由を明確に,最有効使用|判定の理由|明確に記載,総論9章|記載事項Ⅶ|重要,1
souron_ch9_041,総論第9章,記載事項Ⅶ-2,"なお、建物及びその敷地に係る鑑定評価における最有効使用の判定の記載は、建物及びその敷地の最有効使用のほか、その敷地の更地としての最有効使用についても記載しなければならない。",更地としての最有効使用,建物及びその敷地の最有効使用|更地としての最有効使用,建物及びその敷地の最有効使用|更地としての最有効使用,総論9章|記載事項Ⅶ|重要,2
souron_ch9_042,総論第9章,記載事項Ⅶ-3,"３．鑑定評価の手法の適用に関する事項",鑑定評価の手法の適用に関する事項,,鑑定評価の手法の適用に関する事項,総論9章|記載事項Ⅶ|重要,1
souron_ch9_043,総論第9章,記載事項Ⅶ-3,"適用した鑑定評価の手法について、対象不動産の種別及び類型並びに賃料の種類に応じた各論第１章から第３章の規定並びに地域分析及び個別分析により把握した対象不動産に係る市場の特性等との関係を記載しなければならない。",市場の特性等との関係,各論第１章から第３章の規定|市場の特性等との関係,各論第１章から第３章|地域分析|個別分析|市場の特性等,総論9章|記載事項Ⅶ,2
souron_ch9_044,総論第9章,記載事項Ⅶ-4,"４．試算価格又は試算賃料の調整に関する事項",試算価格又は試算賃料の調整に関する事項,,試算価格又は試算賃料の調整に関する事項,総論9章|記載事項Ⅶ|重要,1
souron_ch9_045,総論第9章,記載事項Ⅶ-4,"試算価格又は試算賃料の再吟味及び説得力に係る判断の結果を記載しなければならない。",再吟味及び説得力に係る判断の結果,再吟味|説得力に係る判断の結果,再吟味|説得力に係る判断の結果,総論9章|記載事項Ⅶ|重要,1
souron_ch9_046,総論第9章,記載事項Ⅶ-5,"５．公示価格との規準に関する事項",公示価格との規準,,公示価格との規準,総論9章|記載事項Ⅶ|重要,1
souron_ch9_047,総論第9章,記載事項Ⅶ-6,"６．当事者間で事実の主張が異なる事項",当事者間で事実の主張が異なる事項,,当事者間|事実の主張が異なる,総論9章|記載事項Ⅶ,2
souron_ch9_048,総論第9章,記載事項Ⅶ-6,"対象不動産に関し、争訟等の当事者間において主張が異なる事項が判明している場合には、当該事項に関する取扱いについて記載しなければならない。",争訟等,当事者間|主張が異なる,争訟等|当事者間|主張が異なる|取扱いについて記載,総論9章|記載事項Ⅶ,2
souron_ch9_049,総論第9章,記載事項Ⅶ-7,"７．その他",その他,,その他,総論9章|記載事項Ⅶ,1
souron_ch9_050,総論第9章,記載事項Ⅶ-7,"総論第７章第２節Ⅰ１．に定める支払賃料を求めた場合には、その支払賃料と実質賃料との関連を記載しなければならない。",実質賃料との関連,支払賃料|実質賃料との関連,支払賃料|実質賃料との関連|記載,総論9章|記載事項Ⅶ,2
souron_ch9_051,総論第9章,記載事項Ⅶ-7,"また、継続賃料を求めた場合には、直近合意時点について記載しなければならない。",直近合意時点,継続賃料|直近合意時点,継続賃料|直近合意時点|記載,総論9章|記載事項Ⅶ|重要,2
souron_ch9_052,総論第9章,記載事項Ⅷ,"Ⅷ 鑑定評価上の不明事項に係る取扱い及び調査の範囲",鑑定評価上の不明事項,不明事項|調査の範囲,鑑定評価上の不明事項|取扱い|調査の範囲,総論9章|記載事項Ⅷ|重要,1
souron_ch9_053,総論第9章,記載事項Ⅷ,"対象不動産の確認、資料の検討及び価格形成要因の分析等、鑑定評価の手順の各段階において、鑑定評価における資料収集の限界、資料の不備等によって明らかにすることができない事項が存する場合（調査範囲等条件を設定した場合を含む。）の評価上の取扱いを記載しなければならない。",調査範囲等条件,資料収集の限界|調査範囲等条件,資料収集の限界|資料の不備|調査範囲等条件|評価上の取扱い,総論9章|記載事項Ⅷ,2
souron_ch9_054,総論第9章,記載事項Ⅷ,"その際、不動産鑑定士が自ら行った調査の範囲及び内容を明確にするとともに",自ら行った調査の範囲及び内容を明確に,自ら行った調査の範囲及び内容,自ら行った調査の範囲及び内容|明確に,総論9章|記載事項Ⅷ,2
souron_ch9_055,総論第9章,記載事項Ⅷ,"他の専門家が行った調査結果等を活用した場合においては、当該専門家が調査した範囲及び内容を明確にしなければならない。",他の専門家が行った調査結果,他の専門家|調査した範囲及び内容|明確に,他の専門家|調査結果|調査した範囲及び内容|明確に,総論9章|記載事項Ⅷ,2
souron_ch9_056,総論第9章,記載事項Ⅸ,"Ⅸ 関与不動産鑑定士及び関与不動産鑑定業者に係る利害関係等",関与不動産鑑定士及び関与不動産鑑定業者に係る利害関係等,,関与不動産鑑定士|関与不動産鑑定業者|利害関係等,総論9章|記載事項Ⅸ|重要,1
souron_ch9_057,総論第9章,記載事項Ⅸ,"関与不動産鑑定士及び関与不動産鑑定業者について、対象不動産に関する利害関係又は対象不動産に関し利害関係を有する者との縁故若しくは特別の利害関係の有無及びその内容について記載しなければならない。",縁故若しくは特別の利害関係,利害関係|縁故若しくは特別の利害関係,利害関係|縁故|特別の利害関係|有無及びその内容,総論9章|記載事項Ⅸ|重要,2
souron_ch9_058,総論第9章,記載事項Ⅸ,"依頼者と関与不動産鑑定士及び関与不動産鑑定業者との間の特別の資本的関係、人的関係及び取引関係の有無並びにその内容について記載しなければならない。",資本的関係,人的関係|取引関係,資本的関係|人的関係|取引関係,総論9章|記載事項Ⅸ|重要,2
souron_ch9_059,総論第9章,記載事項Ⅸ,"提出先等と関与不動産鑑定士及び関与不動産鑑定業者との間の特別の資本的関係、人的関係及び取引関係の有無並びにその内容（提出先等が未定の場合又は明らかとならない場合における当該提出先等については、その旨）を記載しなければならない。",提出先等,資本的関係|人的関係|取引関係|提出先等,資本的関係|人的関係|取引関係|提出先等|未定の場合,総論9章|記載事項Ⅸ,2
souron_ch9_060,総論第9章,記載事項Ⅹ,Ⅹ 関与不動産鑑定士の氏名,関与不動産鑑定士の氏名,,関与不動産鑑定士の氏名,総論9章|記載事項Ⅹ|重要,1
souron_ch9_061,総論第9章,記載事項Ⅺ,Ⅺ 依頼者及び提出先等の氏名又は名称,依頼者及び提出先等の氏名又は名称,,依頼者|提出先等|氏名又は名称,総論9章|記載事項Ⅺ|重要,1
souron_ch9_062,総論第9章,記載事項Ⅻ,Ⅻ 鑑定評価額の公表の有無について確認した内容,公表の有無,鑑定評価額の公表の有無,鑑定評価額の公表の有無|確認した内容,総論9章|記載事項Ⅻ|重要,1
souron_ch9_063,総論第9章,附属資料,"対象不動産等の所在を明示した地図、土地又は建物等の図面、写真等の確認資料、事例資料等は、必要に応じて鑑定評価報告書に添付するものとする。",確認資料|事例資料,地図|図面|写真|確認資料|事例資料,地図|図面|写真|確認資料|事例資料|添付,総論9章|附属資料|重要,1
souron_ch9_064,総論第9章,附属資料,"なお、他の専門家が行った調査結果等を活用するために入手した調査報告書等の資料についても、必要に応じて、附属資料として添付するものとする。",他の専門家が行った調査結果,調査報告書|附属資料として添付,他の専門家|調査報告書|附属資料として添付,総論9章|附属資料,2
souron_ch9_065,総論第9章,附属資料,"ただし、当該他の専門家の同意が得られないときは、この限りでない。",他の専門家の同意,同意が得られないときは|この限りでない,他の専門家の同意|この限りでない,総論9章|附属資料,2
