"slug","category","chapter","question_type","title","answer","explanation","difficulty"
"souron-2-001","souron","2","fill_blank","不動産の種類とは？","不動産の種類とは、不動産の種別及び類型の二面から成る複合的な不動産の概念を示すものであり、この不動産の種別及び類型が不動産の経済価値を本質的に決定づけるものであるから、この両面の分析をまって初めて精度の高い不動産の鑑定評価が可能となるものである。","","4"
"souron-2-002","souron","2","fill_blank","不動産の種別及び類型とは？","不動産の種別とは、不動産の用途に関して区分される不動産の分類をいい、不動産の類型とは、その有形的利用及び権利関係の態様に応じて区分される不動産の分類をいう。","","4"
"souron-2-003","souron","2","fill_blank","宅地地域とは？","宅地地域とは、居住、商業活動、工業生産活動等の用に供される建物、構築物等の敷地の用に供されることが、自然的、社会的、経済的及び行政的観点からみて合理的と判断される地域をいい、住宅地域、商業地域、工業地域等に細分される。さらに住宅地域、商業地域、工業地域等については、その規模、構成の内容、機能等に応じた細分化が考えられる。","","4"
"souron-2-004","souron","2","fill_blank","転換しつつある地域及び移行しつつある地域について述べよ","宅地地域、農地地域、林地地域等の相互間において、ある種別の地域から他の種別の地域へと転換しつつある地域及び宅地地域、農地地域等のうちにあって、細分されたある種別の地域から、その地域の他の細分された地域へと移行しつつある地域があることに留意すべきである。","","4"
"souron-2-005","souron","2","fill_blank","住宅地域の細分類4種と商業地域の細分類5種を述べよ","【住宅地域の細分類　４種】
優良住宅地域　②準優良住宅地域　③普通・混在住宅地域　④農家集落住宅地域
【商業地域の細分類　５種】
①高度商業地域　②準高度商業地域　③普通商業地域　④近隣商業地域　⑤郊外路線商業地域","","2"
"souron-2-006","souron","2","fill_blank","優良住宅地域とは？","敷地が広く、街区及び画地が整然とし、植生と眺望、景観等が優れ、建築の施工の質の高い建物が連たんし、良好な近隣環境を形成する等居住環境の極めて良好な地域であり、従来から名声の高い住宅地域","","2"
"souron-2-007","souron","2","fill_blank","普通・混在住宅地域とは？","比較的狭小な戸建住宅及び共同住宅が密集する住宅地域又は住宅を主として店舗、事務所、小工場等が混在する住宅地域","","2"
"souron-2-008","souron","2","fill_blank","高度商業地域とは？","高度商業地域は、例えば、大都市（東京23区、政令指定都市等）の都心又は副都心にあって、広域的商圏を有し、比較的大規模な中高層の店舗、事務所等が高密度に集積している地域であり、高度商業地域の性格に応じて、さらに、次のような細分類が考えられる。
ア　一般高度商業地域：主として繁華性、収益性等が極めて高い店舗が高度に集積している地域
イ　業務高度商業地域：主として行政機関、企業、金融機関等の事務所が高度に集積している地域
ウ　複合高度商業地域：店舗と事務所が複合して高度に集積している地域","","2"
"souron-2-009","souron","2","fill_blank","郊外路線商業地域とは？","都市の郊外の幹線道路（国道、都道府県道等）沿いにおいて、店舗、営業所等が連たんしている地域","","2"
"souron-2-010","souron","2","fill_blank","土地の種別とは？","土地の種別は、地域の種別に応じて分類される土地の区分であり、宅地、農地、林地、見込地、移行地等に分けられ、さらに地域の種別の細分に応じて細分される。","","4"
"souron-2-011","souron","2","fill_blank","宅地の類型を5個列挙せよ","宅地の類型は、その有形的利用及び権利関係の態様に応じて、更地、建付地、借地権、底地、区分地上権等に分けられる。","","4"
"souron-2-012","souron","2","fill_blank","更地とは？","更地とは、建物等の定着物がなく、かつ、使用収益を制約する権利の付着していない宅地をいう。","","4"
"souron-2-013","souron","2","fill_blank","建付地とは？","建付地とは、建物等の用に供されている敷地で建物等及びその敷地が同一の所有者に属している宅地をいう。","","4"
"souron-2-014","souron","2","fill_blank","借地権とは？","借地権とは、借地借家法（廃止前の借地法を含む。）に基づく借地権（建物の所有を目的とする地上権又は土地の賃借権）をいう。","","4"
"souron-2-015","souron","2","fill_blank","底地とは？","底地とは、宅地について借地権の付着している場合における当該宅地の所有権をいう。","","4"
"souron-2-016","souron","2","fill_blank","区分地上権とは？","区分地上権とは、工作物を所有するため、地下又は空間に上下の範囲を定めて設定された地上権をいう。","","1"
"souron-2-017","souron","2","fill_blank","自用の建物及びその敷地とは？","自用の建物及びその敷地とは、建物所有者とその敷地の所有者とが同一人であり、その所有者による使用収益を制約する権利の付着していない場合における当該建物及びその敷地をいう。","","4"
"souron-2-018","souron","2","fill_blank","貸家及びその敷地とは？","貸家及びその敷地とは、建物所有者とその敷地の所有者とが同一人であるが、建物が賃貸借に供されている場合における当該建物及びその敷地をいう。","","4"
"souron-2-019","souron","2","fill_blank","借地権付建物とは？","借地権付建物とは、借地権を権原とする建物が存する場合における当該建物及び借地権をいう。","","4"
"souron-2-020","souron","2","fill_blank","区分所有建物及びその敷地とは？","区分所有建物及びその敷地とは、建物の区分所有等に関する法律第２条第３項に規定する専有部分並びに当該専有部分に係る同条第４項に規定する共用部分の共有持分及び同条第６項に規定する敷地利用権をいう。","","4"
"souron-3-001","souron","3","fill_blank","不動産の価格を形成する要因について述べよ","不動産の価格を形成する要因（以下「価格形成要因」という。）とは、不動産の効用及び相対的稀少性並びに不動産に対する有効需要の三者に影響を与える要因をいう。不動産の価格は、多数の要因の相互作用の結果として形成されるものであるが、要因それ自体も常に変動する傾向を持っている。したがって、不動産の鑑定評価を行うに当たっては、価格形成要因を市場参加者の観点から明確に把握し、かつ、その推移及び動向並びに諸要因間の相互関係を十分に分析して、前記三者に及ぼすその影響を判定することが必要である。
価格形成要因は、一般的要因、地域要因及び個別的要因に分けられる。","","4"
"souron-3-002","souron","3","fill_blank","一般的要因とは？","一般的要因とは、一般経済社会における不動産のあり方及びその価格の水準に影響を与える要因をいう。それは、自然的要因、社会的要因、経済的要因及び行政的要因に大別される。","","4"
"souron-3-003","souron","3","fill_blank","地域要因とは？","地域要因とは、一般的要因の相関結合によって規模、構成の内容、機能等にわたる各地域の特性を形成し、その地域に属する不動産の価格の形成に全般的な影響を与える要因をいう。","","4"
"souron-3-004","souron","3","fill_blank","個別的要因とは？","個別的要因とは、不動産に個別性を生じさせ、その価格を個別的に形成する要因をいう。","","4"
"souron-3-005","souron","3","fill_blank","建物の各用途に共通する個別的要因について、9個列挙せよ","１．建築（新築、増改築等又は移転）の年次
２．面積、高さ、構造、材質等
３．設計、設備等の機能性
４．施工の質と量
５．耐震性、耐火性等建物の性能
６．維持管理の状態
７．有害な物質の使用の有無及びその状態
８．建物とその環境との適合の状態
９．公法上及び私法上の規制、制約等","","3"
"souron-3-006","souron","3","fill_blank","賃貸用不動産の個別的要因（賃貸経営管理の良否）について、3点列挙せよ。","１．賃借人の状況及び賃貸借契約の内容
２．貸室の稼働状況
３．躯体・設備・内装等の資産区分及び修繕費用等の負担区分","","3"
"souron-4-001","souron","4","fill_blank","4章の序文を記載せよ","不動産の価格は、不動産の効用及び相対的稀少性並びに不動産に対する有効需要に影響を与える諸要因の相互作用によって形成されるが、その形成の過程を考察するとき、そこに基本的な法則性を認めることができる。不動産の鑑定評価は、その不動産の価格の形成過程を追究し、分析することを本質とするものであるから、不動産の経済価値に関する適切な最終判断に到達するためには、鑑定評価に必要な指針としてこれらの法則性を認識し、かつ、これらを具体的に現した以下の諸原則を活用すべきである。
これらの原則は、一般の経済法則に基礎を置くものであるが、鑑定評価の立場からこれを認識し、表現したものである。
なお、これらの原則は、孤立しているものではなく、直接的又は間接的に相互に関連しているものであることに留意しなければならない。","","4"
"souron-4-002","souron","4","fill_blank","需要と供給の原則とは？","一般に財の価格は、その財の需要と供給との相互関係によって定まるとともに、その価格は、また、その財の需要と供給とに影響を及ぼす。
不動産の価格もまたその需要と供給との相互関係によって定まるのであるが、不動産は他の財と異なる自然的特性及び人文的特性を有するために、その需要と供給及び価格の形成には、これらの特性の反映が認められる。","","2"
"souron-4-003","souron","4","fill_blank","変動の原則とは？","一般に財の価格は、その価格を形成する要因の変化に伴って変動する。
不動産の価格も多数の価格形成要因の相互因果関係の組合せの流れである変動の過程において形成されるものである。したがって、不動産の鑑定評価に当たっては、価格形成要因が常に変動の過程にあることを認識して、各要因間の相互因果関係を動的に把握すべきである。特に、不動産の最有効使用を判定するためには、この変動の過程を分析することが必要である。","","4"
"souron-4-004","souron","4","fill_blank","代替の原則とは？","代替性を有する二以上の財が存在する場合には、これらの財の価格は、相互に影響を及ぼして定まる。
不動産の価格も代替可能な他の不動産又は財の価格と相互に関連して形成される。","","4"
"souron-4-005","souron","4","fill_blank","最有効使用の原則とは？","不動産の価格は、その不動産の効用が最高度に発揮される可能性に最も富む使用（以下「最有効使用」という。）を前提として把握される価格を標準として形成される。この場合の最有効使用は、現実の社会経済情勢の下で客観的にみて、良識と通常の使用能力を持つ人による合理的かつ合法的な最高最善の使用方法に基づくものである。
なお、ある不動産についての現実の使用方法は、必ずしも最有効使用に基づいているものではなく、不合理な又は個人的な事情による使用方法のために、当該不動産が十分な効用を発揮していない場合があることに留意すべきである。","","5"
"souron-4-006","souron","4","fill_blank","均衡の原則とは？","不動産の収益性又は快適性が最高度に発揮されるためには、その構成要素の組合せが均衡を得ていることが必要である。したがって、不動産の最有効使用を判定するためには、この均衡を得ているかどうかを分析することが必要である。","","4"
"souron-4-007","souron","4","fill_blank","収益逓増及び逓減の原則とは？","ある単位投資額を継続的に増加させると、これに伴って総収益は増加する。しかし、増加させる単位投資額に対応する収益は、ある点までは増加するが、その後は減少する。
この原則は、不動産に対する追加投資の場合についても同様である。","","2"
"souron-4-008","souron","4","fill_blank","収益配分の原則とは？","土地、資本、労働及び経営（組織）の各要素の結合によって生ずる総収益は、これらの各要素に配分される。したがって、このような総収益のうち、資本、労働及び経営（組織）に配分される部分以外の部分は、それぞれの配分が正しく行われる限り、土地に帰属するものである。","","2"
"souron-4-009","souron","4","fill_blank","寄与の原則とは？","不動産のある部分がその不動産全体の収益獲得に寄与する度合いは、その不動産全体の価格に影響を及ぼす。
この原則は、不動産の最有効使用の判定に当たっての不動産の追加投資の適否の判定等に有用である。","","2"
"souron-4-010","souron","4","fill_blank","適合の原則とは？","不動産の収益性又は快適性が最高度に発揮されるためには、当該不動産がその環境に適合していることが必要である。したがって、不動産の最有効使用を判定するためには、当該不動産が環境に適合しているかどうかを分析することが必要である。","","2"
"souron-4-011","souron","4","fill_blank","競争の原則とは？","一般に、超過利潤は競争を惹起し、競争は超過利潤を減少させ、終局的にはこれを消滅させる傾向を持つ。不動産についても、その利用による超過利潤を求めて、不動産相互間及び他の財との間において競争関係が認められ、したがって、不動産の価格は、このような競争の過程において形成される。","","2"
"souron-4-012","souron","4","fill_blank","予測の原則とは？","財の価格は、その財の将来の収益性等についての予測を反映して定まる。
不動産の価格も、価格形成要因の変動についての市場参加者による予測によって左右される。","","4"
"souron-5-001","souron","5","fill_blank","鑑定評価の基本的事項を述べよ（5章序文）","不動産の鑑定評価に当たっては、基本的事項として、対象不動産、価格時点及び価格又は賃料の種類を確定しなければならない。","","4"
"souron-5-002","souron","5","fill_blank","対象不動産の確定の定義及びどのように確定されるべきか述べよ","不動産の鑑定評価を行うに当たっては、まず、鑑定評価の対象となる土地又は建物等を物的に確定することのみならず、鑑定評価の対象となる所有権及び所有権以外の権利を確定する必要がある。
対象不動産の確定は、鑑定評価の対象を明確に他の不動産と区別し、特定することであり、それは不動産鑑定士が鑑定評価の依頼目的及び条件に照応する対象不動産と当該不動産の現実の利用状況とを照合して確認するという実践行為を経て最終的に確定されるべきものである。","","5"
"souron-5-003","souron","5","fill_blank","対象確定条件とは？","対象不動産の確定に当たって必要となる鑑定評価の条件を対象確定条件という。対象確定条件は、鑑定評価の対象とする不動産の所在、範囲等の物的事項及び所有権、賃借権等の対象不動産の権利の態様に関する事項を確定するために必要な条件であり、依頼目的に応じて次のような条件がある。","","4"
"souron-5-004","souron","5","fill_blank","現況を所与とする鑑定評価とは？","不動産が土地のみの場合又は土地及び建物等の結合により構成されている場合において、その状態を所与として鑑定評価の対象とすること。","","4"
"souron-5-005","souron","5","fill_blank","独立鑑定評価とは？","不動産が土地及び建物等の結合により構成されている場合において、その土地のみを建物等が存しない独立のもの（更地）として鑑定評価の対象とすること（この場合の鑑定評価を独立鑑定評価という。）。","","4"
"souron-5-006","souron","5","fill_blank","部分鑑定評価とは？","（３）不動産が土地及び建物等の結合により構成されている場合において、その状態を所与として、その不動産の構成部分を鑑定評価の対象とすること（この場合の鑑定評価を部分鑑定評価という。）。","","4"
"souron-5-007","souron","5","fill_blank","併合又は分割鑑定評価とは？","不動産の併合又は分割を前提として、併合後又は分割後の不動産を単独のものとして鑑定評価の対象とすること（この場合の鑑定評価を併合鑑定評価又は分割鑑定評価という。）。","","4"
"souron-5-008","souron","5","fill_blank","未竣工建物等鑑定評価とは？","造成に関する工事が完了していない土地又は建築に係る工事（建物を新築するもののほか、増改築等を含む。）が完了していない建物について、当該工事の完了を前提として鑑定評価の対象とすること（この場合の鑑定評価を未竣工建物等鑑定評価という。）。","","4"
"souron-5-009","souron","5","fill_blank","条件設定の妥当性に関して確認すべき事項とは何か","対象確定条件を設定するに当たっては、対象不動産に係る諸事項についての調査及び確認を行った上で、依頼目的に照らして、鑑定評価書の利用者の利益を害するおそれがないかどうかの観点から当該条件設定の妥当性を確認しなければならない。","","3"
"souron-5-010","souron","5","fill_blank","未竣工建物等鑑定評価を行う場合に注意すべきことを述べよ","未竣工建物等鑑定評価を行う場合は、妥当性の検討に加え、価格時点において想定される竣工後の不動産に係る物的確認を行うために必要な設計図書等及び権利の態様の確認を行うための請負契約書等を収集しなければならず、さらに、当該未竣工建物等に係る法令上必要な許認可等が取得され、発注者の資金調達能力等の観点から工事完了の実現性が高いと判断されなければならない。","","3"
"souron-5-011","souron","5","fill_blank","想定上の条件とは？","対象不動産について、依頼目的に応じ対象不動産に係る価格形成要因のうち地域要因又は個別的要因について想定上の条件を設定する場合がある。この場合には、設定する想定上の条件が鑑定評価書の利用者の利益を害するおそれがないかどうかの観点に加え、特に実現性及び合法性の観点から妥当なものでなければならない。","","4"
"souron-5-012","souron","5","fill_blank","調査範囲等条件とは？","不動産鑑定士の通常の調査の範囲では、対象不動産の価格への影響の程度を判断するための事実の確認が困難な特定の価格形成要因が存する場合、当該価格形成要因について調査の範囲に係る条件（以下「調査範囲等条件」という。）を設定することができる。ただし、調査範囲等条件を設定することができるのは、調査範囲等条件を設定しても鑑定評価書の利用者の利益を害するおそれがないと判断される場合に限る。","","4"
"souron-5-013","souron","5","fill_blank","調査範囲等条件について4点列挙せよ。","（ア）土壌汚染の有無及びその状態
（イ）建物に関する有害な物質の使用の有無及びその状態
（ウ）埋蔵文化財及び地下埋設物の有無並びにその状態
（エ）隣接不動産との境界が不分明な部分が存する場合における対象不動産の範囲","","1"
"souron-5-014","souron","5","fill_blank","条件設定が制限される場合について述べよ。","証券化対象不動産の鑑定評価及び会社法上の現物出資の目的となる不動産の鑑定評価等、鑑定評価が鑑定評価書の利用者の利益に重大な影響を及ぼす可能性がある場合には、原則として、鑑定評価の対象とする不動産の現実の利用状況と異なる対象確定条件、地域要因又は個別的要因についての想定上の条件及び調査範囲等条件の設定をしてはならない。ただし、証券化対象不動産の鑑定評価で、各論第３章第２節に定める要件を満たす場合には未竣工建物等鑑定評価を行うことができるものとする。","","2"
"souron-5-015","souron","5","fill_blank","価格時点の必要性及び定義を述べよ。","価格形成要因は、時の経過により変動するものであるから、不動産の価格はその判定の基準となった日においてのみ妥当するものである。したがって、不動産の鑑定評価を行うに当たっては、不動産の価格の判定の基準日を確定する必要があり、この日を価格時点という。また、賃料の価格時点は、賃料の算定の期間の収益性を反映するものとしてその期間の期首となる。","","5"
"souron-5-016","souron","5","fill_blank","過去時点の鑑定評価について述べよ。","過去時点の鑑定評価は、対象不動産の確認等が可能であり、かつ、鑑定評価に必要な要因資料及び事例資料の収集が可能な場合に限り行うことができる。また、時の経過により対象不動産及びその近隣地域等が価格時点から鑑定評価を行う時点までの間に変化している場合もあるので、このような事情変更のある場合の価格時点における対象不動産の確認等については、価格時点に近い時点の確認資料等をできる限り収集し、それを基礎に判断すべきである。","","3"
"souron-5-017","souron","5","fill_blank","将来時点の鑑定評価について述べよ。","将来時点の鑑定評価は、対象不動産の確定、価格形成要因の把握、分析及び最有効使用の判定についてすべて想定し、又は予測することとなり、また、収集する資料についても鑑定評価を行う時点までのものに限られ、不確実にならざるを得ないので、原則として、このような鑑定評価は行うべきではない。ただし、特に必要がある場合において、鑑定評価上妥当性を欠くことがないと認められるときは将来の価格時点を設定することができるものとする。","","3"
"souron-5-018","souron","5","fill_blank","不動産の鑑定評価によって求める価格について述べよ。","不動産の鑑定評価によって求める価格は、基本的には正常価格であるが、鑑定評価の依頼目的に対応した条件により限定価格、特定価格又は特殊価格を求める場合があるので、依頼目的に対応した条件を踏まえて価格の種類を適切に判断し、明確にすべきである。なお、評価目的に応じ、特定価格として求めなければならない場合があることに留意しなければならない。","","5"
"souron-5-019","souron","5","fill_blank","正常価格の定義を述べよ","正常価格とは、市場性を有する不動産について、現実の社会経済情勢の下で合理的と考えられる条件を満たす市場で形成されるであろう市場価値を表示する適正な価格をいう。","","5"
"souron-5-020","souron","5","fill_blank","現実の社会経済情勢の下で合理的と考えられる条件を満たす市場とは？","現実の社会経済情勢の下で合理的と考えられる条件を満たす市場とは、以下の条件を満たす市場をいう。
（１）市場参加者が自由意思に基づいて市場に参加し、参入、退出が自由であること。なお、ここでいう市場参加者は、自己の利益を最大化するため次のような要件を満たすとともに、慎重かつ賢明に予測し、行動するものとする。
①売り急ぎ、買い進み等をもたらす特別な動機のないこと。②対象不動産及び対象不動産が属する市場について取引を成立させるために必要となる通常の知識や情報を得ていること。③取引を成立させるために通常必要と認められる労力、費用を費やしていること。④対象不動産の最有効使用を前提とした価値判断を行うこと。⑤買主が通常の資金調達能力を有していること。
（２）取引形態が、市場参加者が制約されたり、売り急ぎ、買い進み等を誘引したりするような特別なものではないこと。
（３）対象不動産が相当の期間市場に公開されていること。","","5"
"souron-5-021","souron","5","fill_blank","買主が通常の資金調達能力を有していることについて述べよ","通常の資金調達能力とは、買主が対象不動産の取得に当たって、市場における標準的な借入条件（借入比率、金利、借入期間等）の下での借り入れと自己資金とによって資金調達を行うことができる能力をいう。","","4"
"souron-5-022","souron","5","fill_blank","対象不動産が相当の期間市場に公開されていることについて述べよ","相当の期間とは、対象不動産の取得に際し必要となる情報が公開され、需要者層に十分浸透するまでの期間をいう。なお、相当の期間とは、価格時点における不動産市場の需給動向、対象不動産の種類、性格等によって異なることに留意すべきである。
また、公開されていることとは、価格時点において既に市場で公開されていた状況を想定することをいう（価格時点以降売買成立時まで公開されることではないことに留意すべきである。）。","","4"
"souron-5-023","souron","5","fill_blank","限定価格の定義及びそれを求める場合について述べよ","限定価格とは、市場性を有する不動産について、不動産と取得する他の不動産との併合又は不動産の一部を取得する際の分割等に基づき正常価格と同一の市場概念の下において形成されるであろう市場価値と乖離することにより、市場が相対的に限定される場合における取得部分の当該市場限定に基づく市場価値を適正に表示する価格をいう。
限定価格を求める場合を例示すれば、次のとおりである。
（１）借地権者が底地の併合を目的とする売買に関連する場合
（２）隣接不動産の併合を目的とする売買に関連する場合
（３）経済合理性に反する不動産の分割を前提とする売買に関連する場合","","4"
"souron-5-024","souron","5","fill_blank","特定価格の定義及びそれを求める場合について述べよ","特定価格とは、市場性を有する不動産について、法令等による社会的要請を背景とする鑑定評価目的の下で、正常価格の前提となる諸条件を満たさないことにより正常価格と同一の市場概念の下において形成されるであろう市場価値と乖離することとなる場合における不動産の経済価値を適正に表示する価格をいう。
特定価格を求める場合を例示すれば、次のとおりである。
（１）各論第3章第1節に規定する証券化対象不動産に係る鑑定評価目的の下で、投資家に示すための投資採算価値を表す価格を求める場合
（２）民事再生法に基づく鑑定評価目的の下で、早期売却を前提とした価格を求める場合
（３）会社更生法又は民事再生法に基づく鑑定評価目的の下で、事業の継続を前提とした価格を求める場合","","4"
"souron-5-025","souron","5","fill_blank","各論第3章第1節に規定する証券化対象不動産に係る鑑定評価目的の下で、投資家に示すための投資採算価値を表す価格を求める場合","この場合は、投資法人、投資信託又は特定目的会社等（以下「投資法人等」という。）の投資対象となる資産（以下「投資対象資産」という。）としての不動産の取得時又は保有期間中の価格として投資家に開示することを目的に、投資家保護の観点から対象不動産の収益力を適切に反映する収益価格に基づいた投資採算価値を求める必要がある。
投資対象資産としての不動産の取得時又は保有期間中の価格を求める鑑定評価については、上記鑑定評価目的の下で、資産流動化計画等により投資家に開示される対象不動産の運用方法を所与とするが、その運用方法による使用が対象不動産の最有効使用と異なることとなる場合には特定価格として求めなければならない。なお、投資法人等が投資対象資産を譲渡するときに依頼される鑑定評価で求める価格は正常価格として求めることに留意する必要がある。","","4"
"souron-5-026","souron","5","fill_blank","民事再生法に基づく鑑定評価目的の下で、早期売却を前提とした価格を求める場合","この場合は、民事再生法に基づく鑑定評価目的の下で、財産を処分するものとしての価格を求めるものであり、対象不動産の種類、性格、所在地域の実情に応じ、早期の処分可能性を考慮した適正な処分価格として求める必要がある。
鑑定評価に際しては、通常の市場公開期間より短い期間で売却されることを前提とするものであるため、早期売却による減価が生じないと判断される特段の事情がない限り特定価格として求めなければならない。","","4"
"souron-5-027","souron","5","fill_blank","会社更生法又は民事再生法に基づく鑑定評価目的の下で、事業の継続を前提とした価格を求める場合","この場合は、会社更生法又は民事再生法に基づく鑑定評価目的の下で、現状の事業が継続されるものとして当該事業の拘束下にあることを前提とする価格を求めるものである。
鑑定評価に際しては、上記鑑定評価目的の下で、対象不動産の利用現況を所与とすることにより、前提とする使用が対象不動産の最有効使用と異なることとなる場合には特定価格として求めなければならない。","","4"
"souron-5-028","souron","5","fill_blank","特殊価格の定義及びそれを求める場合について述べよ","特殊価格とは、文化財等の一般的に市場性を有しない不動産について、その利用現況等を前提とした不動産の経済価値を適正に表示する価格をいう。
特殊価格を求める場合を例示すれば、文化財の指定を受けた建造物、宗教建築物又は現況による管理を継続する公共公益施設の用に供されている不動産について、その保存等に主眼をおいた鑑定評価を行う場合である。","","3"
"souron-5-029","souron","5","fill_blank","正常賃料の定義を述べよ","正常賃料とは、正常価格と同一の市場概念の下において新たな賃貸借等（賃借権若しくは地上権又は地役権に基づき、不動産を使用し、又は収益することをいう。）の契約において成立するであろう経済価値を表示する適正な賃料（新規賃料）をいう。","","4"
